id,type,name,variant,available,selection,description,characteristics,price,originalPrice,currency,thumbnail,images
13,,Блокаторы для носков (36-44 размеры),Листочки,7,"Размер:36,38,40,42,44;Стекло:Прозрачное,Белое",,<p>Блокаторы для носков из оргстекла толщиной 3мм.</p><p>Отлично подходят ВТО и для съемки изделия. В процессе вязания удобно примерять для отслеживания размера изделия.</p>,800,,руб.,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4289.JPG?alt=media&token=8b59a00f-0b15-4dcf-a482-be3ffc77c3de,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4270.JPG?alt=media&token=45a9cd57-375d-44f8-8953-070ba4c3f646
14,,Блокаторы для носков (36-44 размеры),Мышки,6,"Размер:36,38,40,42,44;Стекло:Прозрачное,Белое",,<p>Блокаторы для носков из оргстекла толщиной 3мм.</p><p>Отлично подходят ВТО и для съемки изделия. В процессе вязания удобно примерять для отслеживания размера изделия.</p>,800,,руб.,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4289.JPG?alt=media&token=8b59a00f-0b15-4dcf-a482-be3ffc77c3de,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4276.JPG?alt=media&token=19344c62-09af-482e-9036-50b7c4f7e47d
15,,Блокаторы для носков (36-44 размеры),Снежинки,9,"Размер:36,38,40,42,44;Стекло:Прозрачное,Белое",,<p>Блокаторы для носков из оргстекла толщиной 3мм.</p><p>Отлично подходят ВТО и для съемки изделия. В процессе вязания удобно примерять для отслеживания размера изделия.</p>,800,,руб.,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4289.JPG?alt=media&token=8b59a00f-0b15-4dcf-a482-be3ffc77c3de,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4271.JPG?alt=media&token=5dea6971-7c27-4fff-a7e6-49ec780bb746
16,,Блокаторы для носков (36-44 размеры),Рыбки,0,"Размер:36,38,40,42,44;Стекло:Прозрачное,Белое",,<p>Блокаторы для носков из оргстекла толщиной 3мм.</p><p>Отлично подходят ВТО и для съемки изделия. В процессе вязания удобно примерять для отслеживания размера изделия.</p>,800,,руб.,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4289.JPG?alt=media&token=8b59a00f-0b15-4dcf-a482-be3ffc77c3de,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4272.JPG?alt=media&token=da796a99-e0bb-427c-ba76-1b644df20b6a
17,,Блокаторы для носков (36-44 размеры),Сердечки,3,"Размер:36,38,40,42,44;Стекло:Прозрачное,Белое",,<p>Блокаторы для носков из оргстекла толщиной 3мм.</p><p>Отлично подходят ВТО и для съемки изделия. В процессе вязания удобно примерять для отслеживания размера изделия.</p>,800,,руб.,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4289.JPG?alt=media&token=8b59a00f-0b15-4dcf-a482-be3ffc77c3de,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4226.JPG?alt=media&token=cdca1cbe-7a3f-4932-b6ba-efb51e9844be
18,,Блокаторы для носков (36-44 размеры),Кружочки,5,"Размер:36,38,40,42,44;Стекло:Прозрачное,Белое",,<p>Блокаторы для носков из оргстекла толщиной 3мм.</p><p>Отлично подходят ВТО и для съемки изделия. В процессе вязания удобно примерять для отслеживания размера изделия.</p>,800,1000,руб.,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4289.JPG?alt=media&token=8b59a00f-0b15-4dcf-a482-be3ffc77c3de,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4195.JPG?alt=media&token=84cfbdf6-8b8f-41b5-bec5-0509d213987b
19,,Блокаторы для варежек,Снежинки,8,"Размер:12,16,20,24;Стекло:Прозрачное,Белое",,<p>Блокаторы для варежек из оргстекла толщиной 3мм.</p><p>Отлично подходят ВТО и для съемки изделия. В процессе вязания удобно примерять для отслеживания размера изделия.</p>,900,1000,руб.,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4274.JPG?alt=media&token=0400c840-84dc-40d2-b9df-e8c785f333e6,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4274.JPG?alt=media&token=0400c840-84dc-40d2-b9df-e8c785f333e6
20,,Блокаторы для перчаток,Соты,3,"Размер:12,16,20,24;Стекло:Прозрачное,Белое",,<p>Блокаторы для перчаток из оргстекла толщиной 3мм.</p><p>Отлично подходят ВТО и для съемки изделия. В процессе вязания удобно примерять для отслеживания размера изделия.</p>,900,1000,руб.,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4275.JPG?alt=media&token=91951237-6a4a-472c-97d5-4cb8506c288d,https://firebasestorage.googleapis.com/v0/b/keshir-43f4f.appspot.com/o/blockers%2FIMG_4275.JPG?alt=media&token=91951237-6a4a-472c-97d5-4cb8506c288d
,,Knitting,,,,,,,,,,
1117,Drops,Drops NORD UNI,17 сливовый,-1,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",175,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-1-2.jpg,https://images.garnstudio.com/img/shademap/nord/17.jpg
1115,Drops,Drops NORD UNI,15 темно синий,5,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",175,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-1-2.jpg,https://images.garnstudio.com/img/shademap/nord/01.jpg
1101,Drops,Drops NORD UNI,01 белый,3,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",175,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-1-2.jpg,https://images.garnstudio.com/img/shademap/nord/15.jpg
1102,Drops,Drops NORD UNI,02 черный,5,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",175,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-1-2.jpg,https://images.garnstudio.com/img/shademap/nord/02.jpg
1113,Drops,Drops NORD UNI,13 темно розовый,9,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",175,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-1-2.jpg,https://images.garnstudio.com/img/shademap/nord/13.jpg
1114,Drops,Drops NORD UNI,14 красный,0,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",175,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-1-2.jpg,https://images.garnstudio.com/img/shademap/nord/14.jpg
1116,Drops,Drops NORD UNI,16 серый джинс,-3,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",175,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-1-2.jpg,https://images.garnstudio.com/img/shademap/nord/16.jpg
1118,Drops,Drops NORD UNI,18 желтый,5,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",175,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-1-2.jpg,https://images.garnstudio.com/img/shademap/nord/18.jpg
1106,Еще Drops,Drops NORD MIX,06 маренго,4,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",180,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-7-2.jpg,https://images.garnstudio.com/img/shademap/nord/06.jpg
1110,Еще Drops,Drops NORD MIX,10 фисташковый,2,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",180,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-7-2.jpg,https://images.garnstudio.com/img/shademap/nord/10.jpg
1103,Еще Drops,Drops NORD MIX,03 жемчужный,7,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",180,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-7-2.jpg,https://images.garnstudio.com/img/shademap/nord/03.jpg
1111,Еще Drops,Drops NORD MIX,11 медный,6,,"45% Альпака, 30% Полиамид, 25% Шерсть","<p>Пряжа Drops Nord —  это нить скручена традиционным способом из 4 тонких нитей. Пряжа изготовлена из альпаки суперфайн (45% для тепла), шерсти высокогорной овцы (25% для стабильности полотна) и полиамида (30% для прочности и долговечности).</p><p>Пряжа Nord подойдет для вязания теплых вещей на каждый день, свитеров, жакетов, шапок, шарфов, особенно хороша для носков и перчаток. Отлично подойдет для вязания жаккардов и рельефных узоров.</p><p>Рекомендуемый размер спиц: 3 мм.</p><p>Плотность вязания: 10см х 10см = 24 п х 32 р.</p><p>Ручная стирка, max 30°C.</p>",180,,руб.,https://www.garnstudio.com/img/shademap/Nord/eks-7-2.jpg,https://images.garnstudio.com/img/shademap/nord/11.jpg
1201,Еще Drops,Drops PUNA NATURAL MIX,01 молочный,5,,100% альпака,"<p>Пряжа DROPS Puna - это мягкая, легкая и теплая пряжа из 100% тончайшей шерсти альпаки, которая идеально подходит практически для любого типа одежды - и очень приятна к коже!</p><p>Пряжа состоит из 4 нитей тончайшей альпаки, волокна необработанные, а значит, они не только чистые но и не подвергались никакой химической обработке.</p><p>Пряжа DROPS Puna имеет палитру натуральных природных оттенков. Из нее получаться прекрасные свитера, кардиганы, шапки и другое.</p><p>Рекомендуемый размер спиц: 4 мм.</p><p>Плотность вязания: 10см х 10см = 21 п х 28 р.</p><p>Ручная стирка, max 30°C.</p>",205,,руб.,https://www.garnstudio.com/img/shademap/Puna/eks-4-2.jpg,https://images.garnstudio.com/img/shademap/puna/01.jpg
1202,Еще Drops,Drops PUNA NATURAL MIX,02 светло бежевый,6,,100% альпака,"<p>Пряжа DROPS Puna - это мягкая, легкая и теплая пряжа из 100% тончайшей шерсти альпаки, которая идеально подходит практически для любого типа одежды - и очень приятна к коже!</p><p>Пряжа состоит из 4 нитей тончайшей альпаки, волокна необработанные, а значит, они не только чистые но и не подвергались никакой химической обработке.</p><p>Пряжа DROPS Puna имеет палитру натуральных природных оттенков. Из нее получаться прекрасные свитера, кардиганы, шапки и другое.</p><p>Рекомендуемый размер спиц: 4 мм.</p><p>Плотность вязания: 10см х 10см = 21 п х 28 р.</p><p>Ручная стирка, max 30°C.</p>",205,,руб.,https://www.garnstudio.com/img/shademap/Puna/eks-4-2.jpg,https://images.garnstudio.com/img/shademap/puna/02.jpg
1203,Еще Drops,Drops PUNA NATURAL MIX,04 натуральный,2,,100% альпака,"<p>Пряжа DROPS Puna - это мягкая, легкая и теплая пряжа из 100% тончайшей шерсти альпаки, которая идеально подходит практически для любого типа одежды - и очень приятна к коже!</p><p>Пряжа состоит из 4 нитей тончайшей альпаки, волокна необработанные, а значит, они не только чистые но и не подвергались никакой химической обработке.</p><p>Пряжа DROPS Puna имеет палитру натуральных природных оттенков. Из нее получаться прекрасные свитера, кардиганы, шапки и другое.</p><p>Рекомендуемый размер спиц: 4 мм.</p><p>Плотность вязания: 10см х 10см = 21 п х 28 р.</p><p>Ручная стирка, max 30°C.</p>",205,,руб.,https://www.garnstudio.com/img/shademap/Puna/eks-4-2.jpg,https://images.garnstudio.com/img/shademap/puna/04.jpg
1204,Еще Drops,Drops PUNA NATURAL MIX,05 темно серый,6,,100% альпака,"<p>Пряжа DROPS Puna - это мягкая, легкая и теплая пряжа из 100% тончайшей шерсти альпаки, которая идеально подходит практически для любого типа одежды - и очень приятна к коже!</p><p>Пряжа состоит из 4 нитей тончайшей альпаки, волокна необработанные, а значит, они не только чистые но и не подвергались никакой химической обработке.</p><p>Пряжа DROPS Puna имеет палитру натуральных природных оттенков. Из нее получаться прекрасные свитера, кардиганы, шапки и другое.</p><p>Рекомендуемый размер спиц: 4 мм.</p><p>Плотность вязания: 10см х 10см = 21 п х 28 р.</p><p>Ручная стирка, max 30°C.</p>",205,,руб.,https://www.garnstudio.com/img/shademap/Puna/eks-4-2.jpg,https://images.garnstudio.com/img/shademap/puna/05.jpg
1205,Еще Drops,Drops PUNA NATURAL MIX,06 серый,8,,100% альпака,"<p>Пряжа DROPS Puna - это мягкая, легкая и теплая пряжа из 100% тончайшей шерсти альпаки, которая идеально подходит практически для любого типа одежды - и очень приятна к коже!</p><p>Пряжа состоит из 4 нитей тончайшей альпаки, волокна необработанные, а значит, они не только чистые но и не подвергались никакой химической обработке.</p><p>Пряжа DROPS Puna имеет палитру натуральных природных оттенков. Из нее получаться прекрасные свитера, кардиганы, шапки и другое.</p><p>Рекомендуемый размер спиц: 4 мм.</p><p>Плотность вязания: 10см х 10см = 21 п х 28 р.</p><p>Ручная стирка, max 30°C.</p>",205,,руб.,https://www.garnstudio.com/img/shademap/Puna/eks-4-2.jpg,https://images.garnstudio.com/img/shademap/puna/06.jpg
1206,Еще Drops,Drops PUNA NATURAL MIX, 07 св.серый,0,,100% альпака,"<p>Пряжа DROPS Puna - это мягкая, легкая и теплая пряжа из 100% тончайшей шерсти альпаки, которая идеально подходит практически для любого типа одежды - и очень приятна к коже!</p><p>Пряжа состоит из 4 нитей тончайшей альпаки, волокна необработанные, а значит, они не только чистые но и не подвергались никакой химической обработке.</p><p>Пряжа DROPS Puna имеет палитру натуральных природных оттенков. Из нее получаться прекрасные свитера, кардиганы, шапки и другое.</p><p>Рекомендуемый размер спиц: 4 мм.</p><p>Плотность вязания: 10см х 10см = 21 п х 28 р.</p><p>Ручная стирка, max 30°C.</p>",205,,руб.,https://www.garnstudio.com/img/shademap/Puna/eks-4-2.jpg,https://images.garnstudio.com/img/shademap/puna/07.jpg
